10000000:-72,00000001:-88,00000002:-82,00000003:-63,10000004:-72,00000005:-77,00000006:-46,10000007:-80,00000008:-46,10000009:-62,00000010:-87,10000011:-84,00000012:-82,10000013:-75,10000014:-83,00000015:-84,10000016:-62,00000017:-85,00000018:-62,00000019:-59,00000020:-59
10000000:-72,00000001:-88,00000002:-82,00000003:-62,10000004:-71,00000005:-77,00000006:-46,10000007:-77,00000008:-46,10000009:-61,00000010:-87,10000011:-83,00000012:-82,10000013:-75,10000014:-83,00000015:-83,10000016:-61,00000017:-85,00000018:-62,00000019:-59,00000020:-59,00000021:-73,10000022:-85,10000023:-84,10000024:-85,00000025:-87,00000026:-85,00000027:-83,00000028:-86,00000029:-75,00000030:-84,10000031:-78,10000032:-86
10000000:-72,00000001:-88,00000002:-82,00000003:-61,10000004:-71,00000005:-78,00000006:-49,10000007:-79,00000008:-49,10000009:-61,00000010:-88,10000011:-85,00000012:-83,10000013:-76,10000014:-84,00000015:-83,10000016:-62,00000017:-85,00000018:-62,00000019:-60,00000020:-60,00000021:-73,10000022:-85,10000023:-84,10000024:-85,00000025:-87,00000026:-85,00000027:-83,00000028:-86,00000029:-75,00000030:-84,10000031:-78,10000032:-86,00000033:-89,10000034:-81,00000035:-81,10000036:-85,10000037:-83,10000038:-86,00000039:-85,00000040:-73
10000000:-72,00000001:-85,00000002:-84,00000003:-61,10000004:-70,00000005:-78,00000006:-47,10000007:-78,00000008:-49,10000009:-61,00000010:-88,10000011:-87,00000012:-82,10000013:-76,10000014:-83,00000015:-83,10000016:-61,00000017:-85,00000018:-62,00000019:-60,00000020:-60,00000021:-70,10000022:-82,10000023:-84,10000024:-85,00000025:-86,00000026:-85,00000027:-83,00000028:-86,00000029:-75,00000030:-84,10000031:-78,10000032:-86,00000033:-89,10000034:-80,00000035:-81,10000036:-84,10000037:-83,10000038:-86,00000039:-86,00000040:-73,10000041:-87,00000042:-84,10000043:-83,00000044:-90
10000000:-72,00000001:-85,00000002:-84,00000003:-61,10000004:-70,00000005:-78,00000006:-46,10000007:-80,00000008:-48,10000009:-60,00000010:-88,10000011:-85,00000012:-82,10000013:-76,10000014:-83,00000015:-83,10000016:-62,00000017:-85,00000018:-62,00000019:-59,00000020:-58,00000021:-70,10000022:-82,10000023:-85,10000024:-85,00000025:-86,00000026:-85,00000027:-83,00000028:-85,00000029:-75,00000030:-84,10000031:-79,10000032:-86,00000033:-89,10000034:-80,00000035:-81,10000036:-84,10000037:-83,10000038:-86,00000039:-86,00000040:-73,10000041:-87,00000042:-84,10000043:-83,00000044:-90,00000045:-80,10000046:-82
10000000:-70,00000001:-81,00000002:-82,00000003:-59,10000004:-59,00000005:-75,00000006:-47,10000007:-80,00000008:-50,10000009:-58,00000010:-88,10000011:-74,00000012:-82,10000013:-76,10000014:-85,00000015:-83,10000016:-62,00000017:-85,00000018:-63,00000019:-58,00000020:-58,00000021:-58,10000022:-80,10000023:-86,10000024:-88,00000025:-86,00000026:-85,00000027:-83,00000028:-85,00000029:-75,00000030:-84,10000031:-79,10000032:-86,00000033:-89,10000034:-80,00000035:-81,10000036:-83,10000037:-84,10000038:-85,00000039:-86,00000040:-72,10000041:-87,00000042:-84,10000043:-84,00000044:-90,00000045:-87,10000046:-82,00000047:-85
10000000:-67,00000001:-82,00000002:-82,00000003:-59,10000004:-58,00000005:-75,00000006:-49,10000007:-78,00000008:-48,10000009:-60,00000010:-88,10000011:-85,00000012:-82,10000013:-76,10000014:-85,00000015:-83,10000016:-60,00000017:-85,00000018:-63,00000019:-59,00000020:-58,00000021:-58,10000022:-73,10000023:-86,10000024:-87,00000025:-86,00000026:-85,00000027:-83,00000028:-85,00000029:-75,00000030:-83,10000031:-74,10000032:-85,00000033:-89,10000034:-80,00000035:-83,10000036:-83,10000037:-84,10000038:-85,00000039:-86,00000040:-72,10000041:-87,00000042:-84,10000043:-84,00000044:-90,00000045:-87,10000046:-82,00000047:-85,00000048:-81,00000049:-87,10000050:-83
10000000:-70,00000001:-82,00000002:-82,00000003:-58,10000004:-61,00000005:-75,00000006:-48,10000007:-80,00000008:-50,10000009:-58,00000010:-88,10000011:-82,00000012:-82,10000013:-76,10000014:-85,00000015:-84,10000016:-60,00000017:-84,00000018:-63,00000019:-58,00000020:-58,00000021:-62,10000022:-82,10000023:-86,10000024:-87,00000025:-82,00000026:-85,00000027:-83,00000028:-83,00000029:-76,00000030:-83,10000031:-79,10000032:-83,00000033:-89,10000034:-84,00000035:-82,10000036:-83,10000037:-84,10000038:-85,00000039:-86,00000040:-72,10000041:-87,00000042:-84,10000043:-84,00000044:-90,00000045:-87,10000046:-81,00000047:-85,00000048:-81,00000049:-87,10000050:-83,10000051:-84
10000000:-70,00000001:-82,00000002:-83,00000003:-58,10000004:-61,00000005:-75,00000006:-50,10000007:-81,00000008:-50,10000009:-58,00000010:-88,10000011:-83,00000012:-82,10000013:-76,10000014:-85,00000015:-83,10000016:-61,00000017:-84,00000018:-63,00000019:-59,00000020:-59,00000021:-61,10000022:-82,10000023:-84,10000024:-87,00000025:-85,00000026:-85,00000027:-83,00000028:-83,00000029:-76,00000030:-83,10000031:-79,10000032:-84,00000033:-89,10000034:-83,00000035:-82,10000036:-83,10000037:-84,10000038:-83,00000039:-86,00000040:-72,10000041:-87,00000042:-84,10000043:-84,00000044:-90,00000045:-87,10000046:-81,00000047:-87,00000048:-81,00000049:-87,10000050:-83,10000051:-84,00000052:-83
10000000:-70,00000001:-79,00000002:-76,00000003:-58,10000004:-62,00000005:-75,00000006:-51,10000007:-76,00000008:-51,10000009:-59,00000010:-88,10000011:-86,00000012:-82,10000013:-76,10000014:-85,00000015:-82,10000016:-64,00000017:-84,00000018:-63,00000019:-58,00000020:-58,00000021:-64,10000022:-82,10000023:-84,10000024:-87,00000025:-85,00000026:-85,00000027:-84,00000028:-79,00000029:-76,00000030:-86,10000031:-75,10000032:-85,00000033:-89,10000034:-80,00000035:-82,10000036:-83,10000037:-84,10000038:-83,00000039:-86,00000040:-72,10000041:-87,00000042:-84,10000043:-84,00000044:-90,00000045:-87,10000046:-82,00000047:-82,00000048:-80,00000049:-87,10000050:-82,10000051:-84,00000052:-83
