-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-53.568360,5.837470,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-50.051947,5.855995,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-46.452556,5.869534,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-42.853167,5.883073,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
-44.659589,7.011051,1.00
