epoch,train_ce,rec_s,rec_t,val_ce,val_acc
1,3.292449727654457,0.2891564341261983,0.32349064759910107,3.186125914255778,0.041666666666666664
2,3.272127628326416,0.17012070771306753,0.18907869048416615,3.1799681186676025,0.041666666666666664
3,3.2447944581508636,0.1280202604830265,0.14879820868372917,3.1390958891974554,0.06944444444444445
4,3.1690909564495087,0.0966171226464212,0.11851026816293597,2.984965165456136,0.11458333333333333
5,2.950413167476654,0.07521352358162403,0.09387976629659534,2.6938564512464733,0.1267361111111111
6,2.668761372566223,0.060657014371827245,0.07803556136786938,2.447734832763672,0.16493055555555555
7,2.4417010843753815,0.050580184208229184,0.0675595011562109,2.305526441997952,0.1753472222222222
8,2.3292918503284454,0.043798635015264153,0.05984208430163562,2.192788945304023,0.1909722222222222
9,2.236619785428047,0.04013257217593491,0.05406387522816658,2.2204749319288464,0.1701388888888889
10,2.155494824051857,0.036282225511968136,0.050188406370580196,2.0848196347554526,0.2222222222222222
11,2.061243310570717,0.03326443792320788,0.046720095444470644,2.029981348249647,0.2309027777777778
12,2.010282501578331,0.03184199484530836,0.04366680979728699,1.8935138649410672,0.296875
13,1.9477577358484268,0.029446921427734196,0.04124125046655536,1.8957635296715631,0.2586805555555556
14,1.85921860486269,0.028514108853414655,0.03933772607706487,1.952664401796129,0.2864583333333333
15,1.751713678240776,0.027157103293575346,0.03826948371715844,1.80418062210083,0.2881944444444444
16,1.6664280518889427,0.025864836992695928,0.03634811518713832,1.821302466922336,0.3402777777777778
17,1.597500167787075,0.02528690709732473,0.03547799470834434,1.9999439716339111,0.3038194444444444
18,1.5472667589783669,0.02422876574564725,0.03384040086530149,1.7512918048434787,0.3489583333333333
19,1.473141074180603,0.023864176124334335,0.03219678031746298,1.7886478900909424,0.3454861111111111
20,1.4226937368512154,0.02295234170742333,0.03161466715391725,1.749132103390164,0.3819444444444444
21,1.3840804249048233,0.023111780756153166,0.03127091680653393,1.7839047378963895,0.3819444444444444
22,1.327315703034401,0.022133892052806914,0.030032267910428345,1.3948082658979628,0.4548611111111111
23,1.2965173423290253,0.021829093107953668,0.02962278330232948,1.4545049799813166,0.4322916666666667
24,1.2630214989185333,0.021482001757249236,0.02878289099317044,1.438491079542372,0.4357638888888889
25,1.2183882594108582,0.02097423269879073,0.027605900657363236,1.3983437485165067,0.4913194444444444
26,1.1621976643800735,0.020742052234709263,0.027133605792187154,1.7268789344363742,0.4184027777777778
27,1.1405581459403038,0.020412687328644097,0.027088392875157297,1.5377141104804144,0.4479166666666667
28,1.1074655801057816,0.02027206472121179,0.026135575026273727,1.2199835512373183,0.4895833333333333
29,1.07423185557127,0.020009945961646736,0.025711432565003633,1.5058706336551242,0.4600694444444444
30,1.0540359690785408,0.01993812108412385,0.024492519441992044,1.3618784480624728,0.4722222222222222
31,1.042469386011362,0.019226930802688003,0.02492659422568977,1.5571167998843722,0.4427083333333333
32,1.0119695402681828,0.01883720012847334,0.024201555643230677,1.4849335352579753,0.4704861111111111
33,1.008789449930191,0.018900290015153587,0.023546330048702657,2.0104293558332653,0.3819444444444444
34,0.9873325675725937,0.018327538506127894,0.023478383314795792,1.717177841398451,0.4184027777777778
35,0.9715061783790588,0.018481221282854676,0.023000467219389975,1.5982150236765544,0.4548611111111111
36,0.9498915709555149,0.01785272068809718,0.022231837850995362,1.4381196233961318,0.4878472222222222
37,0.9407602697610855,0.017933513852767646,0.021585079026408494,1.4591524600982666,0.484375
38,0.9114821515977383,0.017315964098088443,0.020934291882440448,1.4175701141357422,0.4826388888888889
39,0.8948905616998672,0.017521434230729938,0.021502346266061068,1.7879962391323514,0.4600694444444444
40,0.8851952068507671,0.01728588354308158,0.020994016667827964,1.5955584579043918,0.4496527777777778
41,0.8830636031925678,0.017234905040822923,0.02056566486135125,1.4108078214857314,0.5034722222222222
42,0.8479634486138821,0.01670908252708614,0.02026051061693579,1.8371247715420194,0.4184027777777778
43,0.8393276520073414,0.016423799097537994,0.019673641654662788,1.8158868153889973,0.4079861111111111
44,0.8222042508423328,0.01672211871482432,0.01954171829856932,1.3334577878316243,0.5086805555555556
45,0.8286935202777386,0.016550182073842734,0.019496099441312253,1.5515911049313016,0.515625
46,0.8177251107990742,0.016213761176913977,0.018855110509321094,1.3317608833312988,0.5173611111111112
47,0.8043072409927845,0.016155394143424928,0.018872294342145324,1.7772173881530762,0.4600694444444444
48,0.7957184836268425,0.015948106010910124,0.018353037536144257,1.3022489547729492,0.5190972222222222
49,0.7738934233784676,0.015682865981943905,0.018567532650195062,1.5389147334628634,0.4913194444444444
50,0.7609973214566708,0.01566143153468147,0.01810207450762391,1.4478854338328044,0.5364583333333334
51,0.7661239579319954,0.015587482484988868,0.018319197231903672,1.5812908543480768,0.4913194444444444
52,0.7347999513149261,0.015546728332992643,0.017956567811779678,1.3455124431186252,0.5295138888888888
53,0.7356816120445728,0.015299526392482221,0.01762074464932084,1.5543727344936795,0.5069444444444444
54,0.7533294148743153,0.015424222510773689,0.017803294933401048,1.7125627729627821,0.4895833333333333
55,0.7496475502848625,0.015408977575134486,0.017921765451319516,1.3795415825313992,0.546875
56,0.7400553785264492,0.015360606659669429,0.017974690883420408,1.5133919450971816,0.5208333333333334
57,0.7258854880928993,0.015323027851991355,0.01759182836394757,1.6693510214487712,0.4791666666666667
58,0.7057829238474369,0.015073390793986619,0.0174653873546049,1.513798713684082,0.5381944444444444
59,0.6991714015603065,0.014956225000787526,0.017059916513971984,1.9332549042171903,0.46875
60,0.7042404673993587,0.01492890203371644,0.017268675146624446,1.5194725195566814,0.5104166666666666
61,0.6761321723461151,0.014621591370087117,0.01662270480301231,1.6375527911716037,0.4826388888888889
62,0.7082418911159039,0.014658117201179266,0.0171000799164176,2.004154099358453,0.4756944444444444
63,0.6929389946162701,0.014753403549548239,0.016872195876203477,1.5672902531094022,0.515625
64,0.6625584103167057,0.014643178437836468,0.016803624108433723,1.9059488243526883,0.4670138888888889
65,0.660805556923151,0.014713977696374059,0.016477125929668546,1.52154188685947,0.5104166666666666
66,0.6654864363372326,0.014434224518481642,0.016316829482093453,1.9139924049377441,0.4618055555555556
67,0.6362962275743484,0.014481318998150527,0.01677879801718518,1.9537563853793674,0.4548611111111111
68,0.6476503759622574,0.014605625940021127,0.01636848645284772,1.6378604571024578,0.5
69,0.6436705850064754,0.014530494750943035,0.016313696454744786,1.7149157259199355,0.4947916666666667
70,0.6299258209764957,0.014223610109183937,0.01619797170860693,1.5751796828375921,0.515625
71,0.6327097974717617,0.014492201386019588,0.01607108215102926,1.7843680911593967,0.4739583333333333
72,0.6241132579743862,0.014342290698550642,0.015915021882392466,1.8502384291754828,0.5052083333333334
73,0.6227006912231445,0.014213935937732458,0.015730979619547725,1.9074960284762912,0.4930555555555556
74,0.6078771650791168,0.014179979916661978,0.015994670218788087,1.7698284520043268,0.4878472222222222
75,0.6637291796505451,0.014545919664669782,0.015760823502205312,1.8080312940809462,0.4965277777777778
76,0.6105308383703232,0.014144394488539547,0.015462587878573686,1.8377777205573187,0.4878472222222222
77,0.5802103001624346,0.013876105076633394,0.015515460923779756,1.733341270022922,0.4930555555555556
78,0.5834869854152203,0.013926098472438753,0.015353957307524979,1.8726965586344402,0.4913194444444444
79,0.5709885004907846,0.01402345095993951,0.015587469271849841,1.917363749610053,0.4704861111111111
80,0.5920152068138123,0.01416282361606136,0.015205334580969065,1.993920882542928,0.4756944444444444
81,0.5687897708266973,0.01406911393860355,0.015743557480163872,1.826274659898546,0.4895833333333333
82,0.5861805733293295,0.013958401104900986,0.015424380952026695,1.646804412206014,0.4895833333333333
83,0.5730737410485744,0.013912966125644743,0.015264193061739206,1.913127342859904,0.515625
84,0.5730294995009899,0.014073919504880905,0.015415202011354268,1.9182870652940538,0.4930555555555556
85,0.5640478115528822,0.0137523413868621,0.014973100391216576,1.8451330926683214,0.5
86,0.5596020221710205,0.013926262850873172,0.015254691650625318,1.9165513780381944,0.4965277777777778
87,0.5400513876229525,0.013906163279898465,0.014997655409388244,1.92578125,0.4826388888888889
88,0.5544660165905952,0.013639032142236829,0.01509228686336428,1.802536063724094,0.515625
89,0.5389756094664335,0.013778813183307648,0.014664392045233399,1.967995246251424,0.4809027777777778
90,0.5341629758477211,0.013576815137639642,0.014922867994755507,2.1777192221747503,0.484375
91,0.5382645465433598,0.013483341608662158,0.01474246330326423,1.9955839580959744,0.4756944444444444
92,0.5243568606674671,0.013405791076365858,0.014604478201363236,1.9800174766116672,0.5086805555555556
93,0.5154234133660793,0.013480339664965868,0.014608240744564682,2.1235712899102106,0.4739583333333333
94,0.5337265860289335,0.01343044376699254,0.01453451276756823,2.2004773881700306,0.4774305555555556
95,0.5334284752607346,0.013493993959855288,0.014588123245630413,2.0352260801527233,0.46875
96,0.5196779686957598,0.013643412676174194,0.014455925149377435,2.1540479130215116,0.4826388888888889
97,0.49837259389460087,0.013398546376265585,0.014472419221419841,2.2324652671813965,0.4496527777777778
98,0.532120019197464,0.013469969853758812,0.014328759629279375,2.539753701951769,0.4253472222222222
99,0.5324920453131199,0.013285855762660503,0.014116211386863142,2.0921512179904513,0.4895833333333333
100,0.5132606998085976,0.01342885656049475,0.014158086793031543,2.022706773546007,0.5086805555555556
